,unique_img,object_response,category
489,chair10-cat1.png,knife,chair
490,chair3-dog2.png,clock,chair
491,chair2-boat1.png,chair,chair
492,chair3-airplane2.png,clock,chair
493,chair9-bicycle3.png,knife,chair
494,chair4-bear2.png,clock,chair
495,chair9-bear1.png,clock,chair
496,chair9-elephant1.png,knife,chair
497,chair5-truck3.png,clock,chair
498,chair3-car3.png,clock,chair
499,chair9-boat2.png,clock,chair
500,chair10-oven1.png,clock,chair
501,chair7-airplane1.png,chair,chair
502,chair8-car1.png,chair,chair
503,chair5-keyboard2.png,clock,chair
504,chair5-bird1.png,clock,chair
505,chair5-car1.png,clock,chair
506,chair1-oven3.png,clock,chair
507,chair1-chair1.png,chair,chair
508,chair10-car2.png,clock,chair
509,chair7-bottle1.png,chair,chair
510,chair3-bicycle3.png,clock,chair
511,chair7-elephant1.png,knife,chair
512,chair8-boat1.png,bottle,chair
513,chair5-bicycle1.png,clock,chair
514,chair10-dog1.png,clock,chair
515,chair5-boat3.png,clock,chair
516,chair9-chair3.png,clock,chair
517,chair8-bear1.png,clock,chair
518,chair2-keyboard2.png,knife,chair
519,chair7-truck3.png,chair,chair
520,chair4-chair3.png,chair,chair
521,chair1-clock2.png,clock,chair
522,chair10-airplane2.png,chair,chair
523,chair10-bird3.png,knife,chair
524,chair5-bottle3.png,clock,chair
525,chair1-elephant1.png,knife,chair
526,chair7-chair1.png,chair,chair
527,chair7-knife2.png,clock,chair
528,chair4-truck2.png,chair,chair
529,chair6-bird2.png,chair,chair
530,chair9-bottle3.png,clock,chair
531,chair1-truck3.png,bottle,chair
532,chair6-elephant2.png,clock,chair
533,chair8-airplane1.png,clock,chair
534,chair7-clock3.png,chair,chair
535,chair2-knife1.png,chair,chair
536,chair7-cat1.png,knife,chair
537,chair4-keyboard2.png,clock,chair
538,chair10-bicycle1.png,clock,chair
539,chair1-dog1.png,clock,chair
540,chair4-oven2.png,chair,chair
541,chair10-clock1.png,clock,chair
542,chair8-elephant1.png,knife,chair
543,chair7-bird1.png,clock,chair
544,chair8-chair3.png,chair,chair
545,chair5-knife3.png,clock,chair
546,chair3-bottle3.png,clock,chair
547,chair8-knife2.png,clock,chair
548,chair6-truck2.png,car,chair
549,chair1-cat3.png,clock,chair
550,chair6-dog1.png,chair,chair
551,chair1-bear1.png,clock,chair
552,chair7-boat3.png,chair,chair
553,chair7-car2.png,chair,chair
554,chair9-keyboard2.png,clock,chair
555,chair5-clock2.png,clock,chair
556,chair8-clock3.png,clock,chair
557,chair1-airplane2.png,clock,chair
558,chair5-oven2.png,clock,chair
559,chair8-oven1.png,chair,chair
560,truck2-bottle3.png,clock,truck
561,truck7-elephant2.png,clock,truck
562,truck10-truck3.png,chair,truck
563,truck6-truck2.png,truck,truck
564,truck1-cat1.png,knife,truck
565,truck5-knife3.png,clock,truck
566,truck7-oven2.png,clock,truck
567,truck9-airplane2.png,truck,truck
568,truck3-bird2.png,bicycle,truck
569,truck5-keyboard1.png,truck,truck
570,truck6-dog2.png,knife,truck
571,truck2-keyboard1.png,truck,truck
572,truck3-bear3.png,clock,truck
573,truck5-bird2.png,truck,truck
574,truck10-car3.png,chair,truck
575,truck2-bicycle2.png,clock,truck
576,truck7-chair2.png,clock,truck
577,truck4-bottle2.png,clock,truck
578,truck8-keyboard2.png,knife,truck
579,truck4-boat3.png,truck,truck
580,truck4-bear1.png,dog,truck
581,truck9-boat3.png,clock,truck
582,truck4-airplane3.png,truck,truck
583,truck1-car3.png,truck,truck
584,truck9-truck3.png,clock,truck
585,truck2-clock1.png,clock,truck
586,truck2-bird2.png,clock,truck
587,truck6-oven3.png,truck,truck
588,truck2-chair1.png,chair,truck
589,truck2-boat3.png,truck,truck
590,truck8-bottle2.png,chair,truck
591,truck9-elephant1.png,knife,truck
592,truck6-cat2.png,clock,truck
593,truck1-dog1.png,chair,truck
594,truck3-bicycle1.png,clock,truck
595,truck1-bird1.png,clock,truck
596,truck1-bicycle3.png,chair,truck
597,truck7-bear2.png,bear,truck
598,truck8-elephant1.png,knife,truck
599,truck2-airplane3.png,bottle,truck
600,truck6-bottle3.png,clock,truck
601,truck5-car1.png,chair,truck
602,truck7-boat1.png,clock,truck
603,truck1-knife1.png,truck,truck
604,truck1-chair2.png,truck,truck
605,truck6-bicycle1.png,chair,truck
606,truck8-cat2.png,clock,truck
607,truck3-cat1.png,knife,truck
608,truck5-dog3.png,truck,truck
609,truck10-elephant3.png,clock,truck
610,truck7-truck2.png,truck,truck
611,truck4-knife1.png,chair,truck
612,truck1-clock3.png,clock,truck
613,truck9-chair3.png,chair,truck
614,truck3-oven2.png,clock,truck
615,truck5-airplane2.png,chair,truck
616,truck7-bird2.png,clock,truck
617,truck1-bear1.png,clock,truck
618,truck6-bear2.png,bear,truck
619,truck3-knife2.png,clock,truck
620,truck3-dog3.png,knife,truck
621,truck10-clock1.png,chair,truck
622,truck6-boat2.png,truck,truck
623,truck8-dog3.png,clock,truck
624,truck3-keyboard3.png,knife,truck
625,truck3-chair2.png,chair,truck
626,truck5-cat3.png,knife,truck
627,truck7-keyboard3.png,clock,truck
628,truck9-bottle2.png,clock,truck
629,truck10-airplane1.png,truck,truck
630,truck4-oven2.png,truck,truck
631,truck6-clock2.png,truck,truck
632,truck3-clock3.png,clock,truck
633,truck3-car3.png,clock,truck
634,truck2-car3.png,chair,truck
635,truck2-elephant1.png,knife,truck
636,truck5-truck1.png,truck,truck
637,truck6-knife2.png,clock,truck
638,truck2-oven3.png,clock,truck
639,truck10-bicycle1.png,chair,truck
640,bird8-chair1.png,chair,bird
641,bird8-knife2.png,clock,bird
642,bird6-truck2.png,truck,bird
643,bird3-bear3.png,clock,bird
644,bird8-bottle1.png,clock,bird
645,bird5-chair1.png,clock,bird
646,bird4-airplane1.png,clock,bird
647,bird1-oven1.png,chair,bird
648,bird5-bird1.png,clock,bird
649,bird8-keyboard2.png,clock,bird
650,bird3-boat3.png,bottle,bird
651,bird7-cat3.png,clock,bird
652,bird3-bird2.png,knife,bird
653,bird7-oven3.png,clock,bird
654,bird8-boat3.png,clock,bird
655,bird9-elephant2.png,clock,bird
656,bird9-bicycle3.png,knife,bird
657,bird5-bear3.png,elephant,bird
658,bird8-clock1.png,clock,bird
659,bird3-truck3.png,clock,bird
660,bird4-bicycle2.png,knife,bird
661,bird2-clock3.png,cat,bird
662,bird7-bottle1.png,clock,bird
663,bird10-cat1.png,knife,bird
664,bird5-keyboard2.png,bird,bird
665,bird7-knife2.png,clock,bird
666,bird1-keyboard3.png,clock,bird
667,bird10-bird2.png,knife,bird
668,bird10-bear2.png,clock,bird
669,bird2-bird2.png,knife,bird
670,bird1-truck1.png,bottle,bird
671,bird9-bear3.png,bear,bird
672,bird6-car3.png,knife,bird
673,bird6-oven1.png,knife,bird
674,bird5-bicycle1.png,knife,bird
675,bird7-car2.png,clock,bird
676,bird2-knife1.png,clock,bird
677,bird7-bird2.png,clock,bird
678,bird1-elephant2.png,clock,bird
679,bird2-dog2.png,clock,bird
680,bird1-bear1.png,knife,bird
681,bird1-boat1.png,chair,bird
682,bird7-keyboard3.png,clock,bird
683,bird1-knife3.png,dog,bird
684,bird4-clock1.png,clock,bird
685,bird10-chair1.png,clock,bird
686,bird4-cat3.png,knife,bird
687,bird3-dog1.png,chair,bird
688,bird9-dog2.png,clock,bird
689,bird1-chair2.png,clock,bird
690,bird5-cat2.png,clock,bird
691,bird3-oven1.png,clock,bird
692,bird2-car3.png,knife,bird
693,bird7-truck2.png,chair,bird
694,bird7-boat1.png,clock,bird
695,bird9-chair1.png,clock,bird
696,bird1-clock3.png,clock,bird
697,bird1-bicycle2.png,clock,bird
698,bird5-oven3.png,chair,bird
699,bird10-bicycle1.png,knife,bird
700,bird10-clock1.png,clock,bird
701,bird9-bottle3.png,knife,bird
702,bird8-car2.png,clock,bird
703,bird6-elephant2.png,clock,bird
704,bird3-knife3.png,clock,bird
705,bird10-elephant2.png,clock,bird
706,bird5-car2.png,clock,bird
707,bird3-bottle2.png,clock,bird
708,bird8-elephant1.png,knife,bird
709,bird6-airplane2.png,chair,bird
710,bird2-airplane3.png,bottle,bird
711,bird5-dog2.png,knife,bird
712,bird1-airplane2.png,clock,bird
713,bird9-keyboard1.png,clock,bird
714,bird5-airplane3.png,bird,bird
715,bird5-truck2.png,truck,bird
716,bird6-bottle3.png,clock,bird
717,bird4-dog3.png,cat,bird
718,bird3-cat1.png,knife,bird
719,bird6-boat2.png,boat,bird
720,airplane10-boat3.png,clock,airplane
721,airplane7-car1.png,clock,airplane
722,airplane10-bear3.png,knife,airplane
723,airplane10-car3.png,chair,airplane
724,airplane4-keyboard3.png,clock,airplane
725,airplane7-clock3.png,clock,airplane
726,airplane2-bicycle1.png,chair,airplane
727,airplane4-bottle1.png,clock,airplane
728,airplane8-bird1.png,clock,airplane
729,airplane5-bicycle1.png,chair,airplane
730,airplane5-bird2.png,clock,airplane
731,airplane5-bear2.png,clock,airplane
732,airplane5-boat3.png,clock,airplane
733,airplane4-bicycle2.png,clock,airplane
734,airplane4-truck2.png,chair,airplane
735,airplane3-keyboard2.png,clock,airplane
736,airplane9-truck1.png,chair,airplane
737,airplane1-elephant1.png,clock,airplane
738,airplane7-keyboard1.png,chair,airplane
739,airplane10-dog3.png,knife,airplane
740,airplane10-cat2.png,clock,airplane
741,airplane7-cat3.png,knife,airplane
742,airplane8-clock2.png,chair,airplane
743,airplane10-truck1.png,chair,airplane
744,airplane4-bird3.png,knife,airplane
745,airplane9-keyboard2.png,knife,airplane
746,airplane2-bottle1.png,clock,airplane
747,airplane2-bear1.png,knife,airplane
748,airplane8-chair1.png,chair,airplane
749,airplane8-elephant3.png,clock,airplane
750,airplane4-boat3.png,clock,airplane
751,airplane5-knife1.png,chair,airplane
752,airplane9-boat1.png,clock,airplane
753,airplane4-bear3.png,knife,airplane
754,airplane5-chair3.png,clock,airplane
755,airplane8-bicycle3.png,knife,airplane
756,airplane2-bird3.png,knife,airplane
757,airplane7-bottle3.png,clock,airplane
758,airplane10-airplane1.png,clock,airplane
759,airplane6-chair3.png,bottle,airplane
760,airplane3-cat1.png,clock,airplane
761,airplane2-cat1.png,knife,airplane
