,subj,unique_img,object_response,category
185,deocder_0,bicycle3-bird1.png,bird,bicycle
186,deocder_0,bicycle3-elephant2.png,keyboard,bicycle
187,deocder_0,bicycle3-keyboard1.png,bicycle,bicycle
188,deocder_0,bicycle3-oven3.png,oven,bicycle
189,deocder_0,bicycle3-truck3.png,truck,bicycle
190,deocder_0,bicycle4-airplane1.png,bicycle,bicycle
191,deocder_0,bicycle4-bicycle3.png,bicycle,bicycle
192,deocder_0,bicycle4-boat1.png,bicycle,bicycle
193,deocder_0,bicycle4-bottle1.png,bicycle,bicycle
194,deocder_0,bicycle4-car2.png,bicycle,bicycle
195,deocder_0,bicycle4-cat1.png,bicycle,bicycle
196,deocder_0,bicycle4-chair2.png,chair,bicycle
197,deocder_0,bicycle4-clock3.png,bicycle,bicycle
198,deocder_0,bicycle4-keyboard3.png,car,bicycle
199,deocder_0,bicycle4-knife3.png,bicycle,bicycle
200,deocder_0,bicycle4-oven3.png,bicycle,bicycle
201,deocder_0,bicycle4-truck3.png,bicycle,bicycle
202,deocder_0,bicycle5-bear1.png,bicycle,bicycle
203,deocder_0,bicycle5-bottle3.png,bicycle,bicycle
204,deocder_0,bicycle5-car3.png,bicycle,bicycle
205,deocder_0,bicycle5-cat1.png,bicycle,bicycle
206,deocder_0,bicycle5-chair2.png,bicycle,bicycle
207,deocder_0,bicycle5-dog2.png,chair,bicycle
208,deocder_0,bicycle5-elephant1.png,knife,bicycle
209,deocder_0,bicycle5-keyboard3.png,dog,bicycle
210,deocder_0,bicycle5-oven3.png,oven,bicycle
211,deocder_0,bicycle6-airplane2.png,airplane,bicycle
212,deocder_0,bicycle6-bicycle3.png,chair,bicycle
213,deocder_0,bicycle6-boat2.png,bicycle,bicycle
214,deocder_0,bicycle6-car2.png,bird,bicycle
215,deocder_0,bicycle6-cat1.png,airplane,bicycle
216,deocder_0,bicycle6-dog2.png,chair,bicycle
217,deocder_0,bicycle7-bear2.png,bicycle,bicycle
218,deocder_0,bicycle7-bicycle2.png,bicycle,bicycle
219,deocder_0,bicycle7-cat1.png,bicycle,bicycle
220,deocder_0,bicycle7-clock3.png,bicycle,bicycle
221,deocder_0,bicycle7-elephant2.png,knife,bicycle
222,deocder_0,bicycle7-knife2.png,bicycle,bicycle
223,deocder_0,bicycle7-oven1.png,bicycle,bicycle
224,deocder_0,bicycle7-truck3.png,bicycle,bicycle
225,deocder_0,bicycle8-bear2.png,bicycle,bicycle
226,deocder_0,bicycle8-bird2.png,bicycle,bicycle
227,deocder_0,bicycle8-boat1.png,bicycle,bicycle
228,deocder_0,bicycle8-chair2.png,bicycle,bicycle
229,deocder_0,bicycle8-clock3.png,bicycle,bicycle
230,deocder_0,bicycle8-truck1.png,bicycle,bicycle
231,deocder_0,bicycle9-airplane2.png,bicycle,bicycle
232,deocder_0,bicycle9-bear1.png,bicycle,bicycle
233,deocder_0,bicycle9-bird3.png,bicycle,bicycle
234,deocder_0,bicycle9-bottle1.png,bicycle,bicycle
235,deocder_0,bicycle9-car1.png,bicycle,bicycle
236,deocder_0,bicycle9-cat3.png,cat,bicycle
237,deocder_0,bicycle9-chair1.png,car,bicycle
238,deocder_0,bicycle9-keyboard3.png,car,bicycle
239,deocder_0,bicycle9-knife3.png,bicycle,bicycle
240,deocder_0,bird1-airplane2.png,bird,bird
241,deocder_0,bird1-bear1.png,bird,bird
242,deocder_0,bird1-bicycle2.png,bird,bird
243,deocder_0,bird1-boat1.png,bird,bird
244,deocder_0,bird1-chair2.png,bottle,bird
245,deocder_0,bird1-clock3.png,cat,bird
246,deocder_0,bird1-elephant2.png,bear,bird
247,deocder_0,bird1-keyboard3.png,oven,bird
248,deocder_0,bird1-knife3.png,dog,bird
249,deocder_0,bird1-oven1.png,bird,bird
250,deocder_0,bird1-truck1.png,boat,bird
251,deocder_0,bird10-bear2.png,bird,bird
252,deocder_0,bird10-bicycle1.png,knife,bird
253,deocder_0,bird10-bird2.png,bird,bird
254,deocder_0,bird10-cat1.png,dog,bird
255,deocder_0,bird10-chair1.png,boat,bird
256,deocder_0,bird10-clock1.png,bird,bird
257,deocder_0,bird10-elephant2.png,knife,bird
258,deocder_0,bird2-airplane3.png,cat,bird
259,deocder_0,bird2-bird2.png,bear,bird
260,deocder_0,bird2-car3.png,keyboard,bird
261,deocder_0,bird2-clock3.png,elephant,bird
262,deocder_0,bird2-dog2.png,bottle,bird
263,deocder_0,bird2-knife1.png,chair,bird
264,deocder_0,bird3-bear3.png,bear,bird
265,deocder_0,bird3-bird2.png,bird,bird
266,deocder_0,bird3-boat3.png,boat,bird
267,deocder_0,bird3-bottle2.png,knife,bird
268,deocder_0,bird3-cat1.png,cat,bird
269,deocder_0,bird3-dog1.png,bottle,bird
270,deocder_0,bird3-knife3.png,elephant,bird
271,deocder_0,bird3-oven1.png,oven,bird
272,deocder_0,bird3-truck3.png,boat,bird
273,deocder_0,bird4-airplane1.png,cat,bird
274,deocder_0,bird4-bicycle2.png,airplane,bird
275,deocder_0,bird4-cat3.png,bird,bird
276,deocder_0,bird4-clock1.png,bear,bird
277,deocder_0,bird4-dog3.png,cat,bird
278,deocder_0,bird5-airplane3.png,boat,bird
279,deocder_0,bird5-bear3.png,bird,bird
280,deocder_0,bird5-bicycle1.png,bird,bird
281,deocder_0,bird5-bird1.png,boat,bird
282,deocder_0,bird5-car2.png,boat,bird
283,deocder_0,bird5-cat2.png,bird,bird
284,deocder_0,bird5-chair1.png,boat,bird
285,deocder_0,bird5-dog2.png,cat,bird
286,deocder_0,bird5-keyboard2.png,knife,bird
287,deocder_0,bird5-oven3.png,chair,bird
288,deocder_0,bird5-truck2.png,boat,bird
289,deocder_0,bird6-airplane2.png,airplane,bird
290,deocder_0,bird6-boat2.png,bear,bird
291,deocder_0,bird6-bottle3.png,knife,bird
292,deocder_0,bird6-car3.png,knife,bird
293,deocder_0,bird6-elephant2.png,knife,bird
294,deocder_0,bird6-oven1.png,airplane,bird
295,deocder_0,bird6-truck2.png,boat,bird
296,deocder_0,bird7-bird2.png,bird,bird
297,deocder_0,bird7-boat1.png,chair,bird
298,deocder_0,bird7-bottle1.png,chair,bird
299,deocder_0,bird7-car2.png,bird,bird
300,deocder_0,bird7-cat3.png,dog,bird
301,deocder_0,bird7-keyboard3.png,bird,bird
302,deocder_0,bird7-knife2.png,knife,bird
303,deocder_0,bird7-oven3.png,bicycle,bird
304,deocder_0,bird7-truck2.png,bicycle,bird
305,deocder_0,bird8-boat3.png,dog,bird
306,deocder_0,bird8-bottle1.png,bicycle,bird
307,deocder_0,bird8-car2.png,bird,bird
308,deocder_0,bird8-chair1.png,dog,bird
309,deocder_0,bird8-clock1.png,bird,bird
310,deocder_0,bird8-elephant1.png,knife,bird
311,deocder_0,bird8-keyboard2.png,bird,bird
312,deocder_0,bird8-knife2.png,bird,bird
313,deocder_0,bird9-bear3.png,elephant,bird
314,deocder_0,bird9-bicycle3.png,knife,bird
315,deocder_0,bird9-bottle3.png,bird,bird
316,deocder_0,bird9-chair1.png,dog,bird
317,deocder_0,bird9-dog2.png,bottle,bird
318,deocder_0,bird9-elephant2.png,knife,bird
319,deocder_0,bird9-keyboard1.png,airplane,bird
320,deocder_0,boat1-bear1.png,bird,boat
321,deocder_0,boat1-bicycle2.png,keyboard,boat
322,deocder_0,boat1-bird3.png,keyboard,boat
323,deocder_0,boat1-car2.png,knife,boat
324,deocder_0,boat1-chair3.png,keyboard,boat
325,deocder_0,boat1-elephant3.png,keyboard,boat
326,deocder_0,boat1-keyboard3.png,knife,boat
327,deocder_0,boat1-oven1.png,oven,boat
328,deocder_0,boat1-truck3.png,chair,boat
329,deocder_0,boat10-bear3.png,airplane,boat
330,deocder_0,boat10-boat3.png,boat,boat
331,deocder_0,boat10-cat1.png,airplane,boat
332,deocder_0,boat10-oven1.png,car,boat
333,deocder_0,boat10-truck1.png,boat,boat
334,deocder_0,boat2-airplane1.png,boat,boat
335,deocder_0,boat2-bear3.png,knife,boat
336,deocder_0,boat2-bird1.png,bird,boat
337,deocder_0,boat2-bottle2.png,boat,boat
338,deocder_0,boat2-keyboard1.png,knife,boat
339,deocder_0,boat2-oven3.png,dog,boat
340,deocder_0,boat3-airplane2.png,boat,boat
341,deocder_0,boat3-bicycle2.png,boat,boat
342,deocder_0,boat3-car3.png,keyboard,boat
343,deocder_0,boat3-cat3.png,oven,boat
344,deocder_0,boat3-chair3.png,knife,boat
345,deocder_0,boat3-clock3.png,truck,boat
346,deocder_0,boat3-dog3.png,cat,boat
347,deocder_0,boat3-keyboard2.png,knife,boat
348,deocder_0,boat4-bicycle3.png,boat,boat
349,deocder_0,boat4-bird1.png,bird,boat
350,deocder_0,boat4-boat3.png,car,boat
351,deocder_0,boat4-bottle2.png,bird,boat
352,deocder_0,boat4-car3.png,boat,boat
353,deocder_0,boat4-chair2.png,boat,boat
354,deocder_0,boat4-dog2.png,knife,boat
355,deocder_0,boat4-elephant2.png,knife,boat
356,deocder_0,boat4-knife2.png,knife,boat
357,deocder_0,boat5-airplane1.png,boat,boat
358,deocder_0,boat5-bicycle3.png,bottle,boat
359,deocder_0,boat5-boat3.png,boat,boat
360,deocder_0,boat5-car3.png,keyboard,boat
361,deocder_0,boat5-clock3.png,bicycle,boat
362,deocder_0,boat5-knife2.png,boat,boat
363,deocder_0,boat6-airplane2.png,bird,boat
364,deocder_0,boat6-bear1.png,knife,boat
365,deocder_0,boat6-bicycle2.png,bird,boat
366,deocder_0,boat6-bottle2.png,bird,boat
367,deocder_0,boat6-car1.png,bird,boat
368,deocder_0,boat6-cat1.png,bird,boat
369,deocder_0,boat6-clock2.png,dog,boat
370,deocder_0,boat6-dog1.png,bird,boat
371,deocder_0,boat6-elephant2.png,elephant,boat
372,deocder_0,boat6-knife2.png,boat,boat
373,deocder_0,boat6-truck3.png,dog,boat
374,deocder_0,boat7-boat2.png,bicycle,boat
375,deocder_0,boat7-bottle1.png,bottle,boat
376,deocder_0,boat7-cat3.png,oven,boat
377,deocder_0,boat7-chair1.png,boat,boat
378,deocder_0,boat7-clock3.png,cat,boat
379,deocder_0,boat7-elephant3.png,elephant,boat
380,deocder_0,boat7-keyboard3.png,bird,boat
381,deocder_0,boat7-oven3.png,chair,boat
382,deocder_0,boat7-truck2.png,boat,boat
383,deocder_0,boat8-bird2.png,keyboard,boat
384,deocder_0,boat8-bottle1.png,keyboard,boat
385,deocder_0,boat8-dog3.png,boat,boat
386,deocder_0,boat8-elephant1.png,knife,boat
387,deocder_0,boat8-knife1.png,chair,boat
388,deocder_0,boat8-oven1.png,chair,boat
389,deocder_0,boat8-truck2.png,boat,boat
390,deocder_0,boat9-airplane2.png,boat,boat
391,deocder_0,boat9-bear3.png,keyboard,boat
392,deocder_0,boat9-bird1.png,bird,boat
393,deocder_0,boat9-boat3.png,elephant,boat
394,deocder_0,boat9-cat3.png,oven,boat
395,deocder_0,boat9-chair2.png,boat,boat
396,deocder_0,boat9-clock1.png,boat,boat
397,deocder_0,boat9-dog2.png,bottle,boat
398,deocder_0,boat9-keyboard2.png,car,boat
399,deocder_0,boat9-knife2.png,boat,boat
400,deocder_0,bottle1-bear1.png,bottle,bottle
401,deocder_0,bottle1-bird3.png,bottle,bottle
402,deocder_0,bottle1-car1.png,bottle,bottle
403,deocder_0,bottle1-cat3.png,bottle,bottle
404,deocder_0,bottle1-chair2.png,bottle,bottle
405,deocder_0,bottle1-clock1.png,bottle,bottle
406,deocder_0,bottle1-dog2.png,bottle,bottle
407,deocder_0,bottle1-keyboard3.png,bottle,bottle
408,deocder_0,bottle10-bear2.png,elephant,bottle
409,deocder_0,bottle10-boat3.png,bottle,bottle
410,deocder_0,bottle10-car1.png,bottle,bottle
411,deocder_0,bottle10-clock2.png,bottle,bottle
412,deocder_0,bottle10-dog1.png,bottle,bottle
413,deocder_0,bottle10-truck3.png,bottle,bottle
414,deocder_0,bottle2-bottle3.png,bottle,bottle
415,deocder_0,bottle2-car2.png,boat,bottle
416,deocder_0,bottle2-chair3.png,bottle,bottle
417,deocder_0,bottle2-clock1.png,bottle,bottle
418,deocder_0,bottle2-elephant1.png,bottle,bottle
419,deocder_0,bottle2-knife3.png,bottle,bottle
420,deocder_0,bottle3-airplane2.png,bottle,bottle
421,deocder_0,bottle3-bear2.png,elephant,bottle
422,deocder_0,bottle3-bicycle3.png,bottle,bottle
423,deocder_0,bottle3-bird1.png,elephant,bottle
424,deocder_0,bottle3-boat3.png,bottle,bottle
425,deocder_0,bottle3-bottle3.png,bottle,bottle
426,deocder_0,bottle3-cat3.png,bottle,bottle
427,deocder_0,bottle3-chair3.png,bottle,bottle
428,deocder_0,bottle3-knife3.png,oven,bottle
429,deocder_0,bottle4-airplane1.png,bottle,bottle
430,deocder_0,bottle4-bicycle1.png,bear,bottle
431,deocder_0,bottle4-car3.png,bottle,bottle
432,deocder_0,bottle4-dog2.png,bottle,bottle
433,deocder_0,bottle4-oven2.png,bottle,bottle
434,deocder_0,bottle4-truck1.png,bottle,bottle
435,deocder_0,bottle5-airplane1.png,bottle,bottle
436,deocder_0,bottle5-bird3.png,bottle,bottle
437,deocder_0,bottle5-boat1.png,bottle,bottle
438,deocder_0,bottle5-cat1.png,bottle,bottle
439,deocder_0,bottle5-chair1.png,bottle,bottle
440,deocder_0,bottle5-clock3.png,bottle,bottle
441,deocder_0,bottle5-elephant1.png,bird,bottle
442,deocder_0,bottle5-keyboard2.png,bottle,bottle
443,deocder_0,bottle5-knife1.png,bottle,bottle
444,deocder_0,bottle5-oven2.png,bottle,bottle
445,deocder_0,bottle5-truck1.png,bottle,bottle
446,deocder_0,bottle6-airplane1.png,bottle,bottle
447,deocder_0,bottle6-bear2.png,elephant,bottle
448,deocder_0,bottle6-bicycle3.png,bottle,bottle
449,deocder_0,bottle6-bird1.png,bottle,bottle
450,deocder_0,bottle6-boat3.png,bottle,bottle
451,deocder_0,bottle6-bottle3.png,bottle,bottle
452,deocder_0,bottle6-chair2.png,bottle,bottle
453,deocder_0,bottle6-dog3.png,dog,bottle
454,deocder_0,bottle6-knife3.png,bicycle,bottle
455,deocder_0,bottle6-oven3.png,bottle,bottle
456,deocder_0,bottle7-airplane3.png,boat,bottle
457,deocder_0,bottle7-bear1.png,bottle,bottle
458,deocder_0,bottle7-boat3.png,bottle,bottle
459,deocder_0,bottle7-cat2.png,chair,bottle
460,deocder_0,bottle7-clock1.png,cat,bottle
461,deocder_0,bottle7-elephant2.png,bottle,bottle
462,deocder_0,bottle7-keyboard2.png,bird,bottle
463,deocder_0,bottle7-oven2.png,bottle,bottle
464,deocder_0,bottle7-truck2.png,boat,bottle
465,deocder_0,bottle8-bicycle1.png,bottle,bottle
466,deocder_0,bottle8-bird1.png,bottle,bottle
467,deocder_0,bottle8-bottle3.png,bottle,bottle
468,deocder_0,bottle8-dog2.png,bottle,bottle
469,deocder_0,bottle8-elephant3.png,elephant,bottle
470,deocder_0,bottle8-keyboard3.png,bottle,bottle
471,deocder_0,bottle8-knife1.png,bottle,bottle
472,deocder_0,bottle9-bicycle1.png,bottle,bottle
473,deocder_0,bottle9-bottle1.png,bottle,bottle
474,deocder_0,bottle9-car3.png,bottle,bottle
475,deocder_0,bottle9-cat2.png,bottle,bottle
476,deocder_0,bottle9-elephant2.png,elephant,bottle
477,deocder_0,bottle9-keyboard1.png,cat,bottle
478,deocder_0,bottle9-oven2.png,chair,bottle
479,deocder_0,bottle9-truck1.png,bottle,bottle
480,deocder_0,car1-airplane1.png,oven,car
481,deocder_0,car1-car2.png,keyboard,car
482,deocder_0,car1-chair3.png,truck,car
483,deocder_0,car1-clock2.png,bottle,car
484,deocder_0,car1-dog2.png,boat,car
485,deocder_0,car1-keyboard2.png,dog,car
486,deocder_0,car1-oven3.png,chair,car
487,deocder_0,car10-bicycle2.png,airplane,car
488,deocder_0,car10-bottle3.png,bottle,car
489,deocder_0,car10-car1.png,keyboard,car
490,deocder_0,car10-chair1.png,airplane,car
491,deocder_0,car10-dog1.png,airplane,car
492,deocder_0,car10-elephant2.png,keyboard,car
493,deocder_0,car10-keyboard2.png,knife,car
494,deocder_0,car2-bird3.png,bicycle,car
495,deocder_0,car2-car3.png,car,car
496,deocder_0,car2-cat3.png,oven,car
497,deocder_0,car2-chair1.png,car,car
498,deocder_0,car2-knife3.png,bottle,car
499,deocder_0,car3-airplane3.png,car,car
500,deocder_0,car3-bird2.png,truck,car
501,deocder_0,car3-boat1.png,car,car
502,deocder_0,car3-bottle3.png,keyboard,car
503,deocder_0,car3-dog2.png,bottle,car
504,deocder_0,car3-elephant3.png,keyboard,car
505,deocder_0,car3-oven3.png,chair,car
506,deocder_0,car3-truck1.png,car,car
507,deocder_0,car4-bear3.png,bear,car
508,deocder_0,car4-bicycle3.png,boat,car
509,deocder_0,car4-bird1.png,boat,car
510,deocder_0,car4-boat1.png,boat,car
511,deocder_0,car4-bottle1.png,boat,car
512,deocder_0,car4-car2.png,boat,car
513,deocder_0,car4-cat3.png,oven,car
514,deocder_0,car4-clock1.png,boat,car
515,deocder_0,car4-elephant3.png,elephant,car
516,deocder_0,car4-oven2.png,car,car
517,deocder_0,car5-airplane3.png,car,car
518,deocder_0,car5-bear3.png,bear,car
519,deocder_0,car5-bottle1.png,keyboard,car
520,deocder_0,car5-cat1.png,elephant,car
521,deocder_0,car5-keyboard3.png,clock,car
522,deocder_0,car5-knife2.png,car,car
523,deocder_0,car5-oven2.png,oven,car
524,deocder_0,car5-truck3.png,car,car
525,deocder_0,car6-bear1.png,oven,car
526,deocder_0,car6-bicycle3.png,oven,car
527,deocder_0,car6-boat1.png,bicycle,car
528,deocder_0,car6-bottle1.png,bicycle,car
529,deocder_0,car6-chair3.png,car,car
530,deocder_0,car6-elephant3.png,elephant,car
531,deocder_0,car6-knife1.png,bicycle,car
532,deocder_0,car6-truck3.png,car,car
533,deocder_0,car7-airplane2.png,airplane,car
534,deocder_0,car7-bear1.png,cat,car
535,deocder_0,car7-bird3.png,car,car
536,deocder_0,car7-boat3.png,car,car
537,deocder_0,car7-car1.png,keyboard,car
538,deocder_0,car7-clock1.png,car,car
